1998-01-01 00:00:00 10 2
   -5.0    1.84591
  -15.0    2.71091
  -25.0    3.23556
  -35.0    3.55378
  -45.0    3.74678
  -55.0    3.86385
  -65.0    3.93485
  -75.0    3.97792
  -85.0    4.00404
  -95.0    4.01988
1998-01-02 00:00:00 10 2
   -5.0    1.87676
  -15.0    2.73257
  -25.0    3.25165
  -35.0    3.56648
  -45.0    3.75744
  -55.0    3.87326
  -65.0    3.94351
  -75.0    3.98612
  -85.0    4.01196
  -95.0    4.02764
1998-01-03 00:00:00 10 2
   -5.0    1.90998
  -15.0    2.75590
  -25.0    3.26897
  -35.0    3.58017
  -45.0    3.76892
  -55.0    3.88340
  -65.0    3.95284
  -75.0    3.99495
  -85.0    4.02050
  -95.0    4.03599
1998-01-04 00:00:00 10 2
   -5.0    1.94557
  -15.0    2.78089
  -25.0    3.28753
  -35.0    3.59483
  -45.0    3.78121
  -55.0    3.89426
  -65.0    3.96282
  -75.0    4.00441
  -85.0    4.02964
  -95.0    4.04494
1998-01-05 00:00:00 10 2
   -5.0    1.98352
  -15.0    2.80753
  -25.0    3.30732
  -35.0    3.61046
  -45.0    3.79432
  -55.0    3.90584
  -65.0    3.97348
  -75.0    4.01450
  -85.0    4.03938
  -95.0    4.05448
1998-01-06 00:00:00 10 2
   -5.0    2.02380
  -15.0    2.83582
  -25.0    3.32833
  -35.0    3.62705
  -45.0    3.80824
  -55.0    3.91813
  -65.0    3.98478
  -75.0    4.02521
  -85.0    4.04973
  -95.0    4.06460
1998-01-07 00:00:00 10 2
   -5.0    2.06642
  -15.0    2.86574
  -25.0    3.35055
  -35.0    3.64461
  -45.0    3.82296
  -55.0    3.93113
  -65.0    3.99675
  -75.0    4.03654
  -85.0    4.06068
  -95.0    4.07532
1998-01-08 00:00:00 10 2
   -5.0    2.11136
  -15.0    2.89730
  -25.0    3.37399
  -35.0    3.66312
  -45.0    3.83848
  -55.0    3.94485
  -65.0    4.00936
  -75.0    4.04849
  -85.0    4.07222
  -95.0    4.08662
1998-01-09 00:00:00 10 2
   -5.0    2.15861
  -15.0    2.93047
  -25.0    3.39863
  -35.0    3.68258
  -45.0    3.85480
  -55.0    3.95926
  -65.0    4.02262
  -75.0    4.06105
  -85.0    4.08436
  -95.0    4.09850
1998-01-10 00:00:00 10 2
   -5.0    2.20814
  -15.0    2.96525
  -25.0    3.42446
  -35.0    3.70298
  -45.0    3.87192
  -55.0    3.97438
  -65.0    4.03653
  -75.0    4.07422
  -85.0    4.09708
  -95.0    4.11095
1998-01-11 00:00:00 10 2
   -5.0    2.25996
  -15.0    3.00163
  -25.0    3.45148
  -35.0    3.72433
  -45.0    3.88982
  -55.0    3.99019
  -65.0    4.05107
  -75.0    4.08800
  -85.0    4.11039
  -95.0    4.12398
1998-01-12 00:00:00 10 2
   -5.0    2.31404
  -15.0    3.03960
  -25.0    3.47968
  -35.0    3.74660
  -45.0    3.90850
  -55.0    4.00669
  -65.0    4.06625
  -75.0    4.10237
  -85.0    4.12428
  -95.0    4.13757
1998-01-13 00:00:00 10 2
   -5.0    2.37036
  -15.0    3.07915
  -25.0    3.50905
  -35.0    3.76980
  -45.0    3.92795
  -55.0    4.02388
  -65.0    4.08206
  -75.0    4.11735
  -85.0    4.13875
  -95.0    4.15173
1998-01-14 00:00:00 10 2
   -5.0    2.42891
  -15.0    3.12026
  -25.0    3.53959
  -35.0    3.79392
  -45.0    3.94818
  -55.0    4.04174
  -65.0    4.09849
  -75.0    4.13291
  -85.0    4.15379
  -95.0    4.16645
1998-01-15 00:00:00 10 2
   -5.0    2.48968
  -15.0    3.16293
  -25.0    3.57127
  -35.0    3.81895
  -45.0    3.96917
  -55.0    4.06029
  -65.0    4.11555
  -75.0    4.14907
  -85.0    4.16940
  -95.0    4.18173
1998-01-16 00:00:00 10 2
   -5.0    2.55264
  -15.0    3.20713
  -25.0    3.60411
  -35.0    3.84488
  -45.0    3.99092
  -55.0    4.07950
  -65.0    4.13322
  -75.0    4.16581
  -85.0    4.18557
  -95.0    4.19756
1998-01-17 00:00:00 10 2
   -5.0    2.61777
  -15.0    3.25287
  -25.0    3.63807
  -35.0    3.87171
  -45.0    4.01342
  -55.0    4.09937
  -65.0    4.15150
  -75.0    4.18312
  -85.0    4.20230
  -95.0    4.21393
1998-01-18 00:00:00 10 2
   -5.0    2.68506
  -15.0    3.30011
  -25.0    3.67316
  -35.0    3.89943
  -45.0    4.03667
  -55.0    4.11990
  -65.0    4.17039
  -75.0    4.20101
  -85.0    4.21959
  -95.0    4.23085
1998-01-19 00:00:00 10 2
   -5.0    2.75449
  -15.0    3.34886
  -25.0    3.70937
  -35.0    3.92803
  -45.0    4.06065
  -55.0    4.14109
  -65.0    4.18988
  -75.0    4.21947
  -85.0    4.23742
  -95.0    4.24831
1998-01-20 00:00:00 10 2
   -5.0    2.82603
  -15.0    3.39909
  -25.0    3.74668
  -35.0    3.95750
  -45.0    4.08536
  -55.0    4.16292
  -65.0    4.20996
  -75.0    4.23849
  -85.0    4.25580
  -95.0    4.26629
1998-01-21 00:00:00 10 2
   -5.0    2.89966
  -15.0    3.45080
  -25.0    3.78508
  -35.0    3.98783
  -45.0    4.11080
  -55.0    4.18539
  -65.0    4.23063
  -75.0    4.25807
  -85.0    4.27471
  -95.0    4.28481
1998-01-22 00:00:00 10 2
   -5.0    2.97537
  -15.0    3.50396
  -25.0    3.82456
  -35.0    4.01901
  -45.0    4.13696
  -55.0    4.20849
  -65.0    4.25188
  -75.0    4.27820
  -85.0    4.29416
  -95.0    4.30384
1998-01-23 00:00:00 10 2
   -5.0    3.05313
  -15.0    3.55855
  -25.0    3.86511
  -35.0    4.05104
  -45.0    4.16382
  -55.0    4.23222
  -65.0    4.27371
  -75.0    4.29887
  -85.0    4.31413
  -95.0    4.32339
1998-01-24 00:00:00 10 2
   -5.0    3.13292
  -15.0    3.61458
  -25.0    3.90672
  -35.0    4.08391
  -45.0    4.19138
  -55.0    4.25656
  -65.0    4.29610
  -75.0    4.32008
  -85.0    4.33463
  -95.0    4.34345
1998-01-25 00:00:00 10 2
   -5.0    3.21471
  -15.0    3.67200
  -25.0    3.94937
  -35.0    4.11760
  -45.0    4.21963
  -55.0    4.28152
  -65.0    4.31906
  -75.0    4.34183
  -85.0    4.35564
  -95.0    4.36401
1998-01-26 00:00:00 10 2
   -5.0    3.29848
  -15.0    3.73082
  -25.0    3.99305
  -35.0    4.15210
  -45.0    4.24857
  -55.0    4.30708
  -65.0    4.34257
  -75.0    4.36410
  -85.0    4.37715
  -95.0    4.38507
1998-01-27 00:00:00 10 2
   -5.0    3.38420
  -15.0    3.79101
  -25.0    4.03775
  -35.0    4.18741
  -45.0    4.27818
  -55.0    4.33324
  -65.0    4.36663
  -75.0    4.38689
  -85.0    4.39917
  -95.0    4.40662
1998-01-28 00:00:00 10 2
   -5.0    3.47185
  -15.0    3.85256
  -25.0    4.08346
  -35.0    4.22352
  -45.0    4.30846
  -55.0    4.35999
  -65.0    4.39124
  -75.0    4.41019
  -85.0    4.42169
  -95.0    4.42866
1998-01-29 00:00:00 10 2
   -5.0    3.56141
  -15.0    3.91544
  -25.0    4.13017
  -35.0    4.26041
  -45.0    4.33940
  -55.0    4.38731
  -65.0    4.41637
  -75.0    4.43400
  -85.0    4.44469
  -95.0    4.45117
1998-01-30 00:00:00 10 2
   -5.0    3.65284
  -15.0    3.97963
  -25.0    4.17785
  -35.0    4.29807
  -45.0    4.37099
  -55.0    4.41521
  -65.0    4.44204
  -75.0    4.45831
  -85.0    4.46818
  -95.0    4.47416
1998-01-31 00:00:00 10 2
   -5.0    3.74612
  -15.0    4.04513
  -25.0    4.22649
  -35.0    4.33649
  -45.0    4.40321
  -55.0    4.44368
  -65.0    4.46822
  -75.0    4.48311
  -85.0    4.49214
  -95.0    4.49761
1998-02-01 00:00:00 10 2
   -5.0    3.84122
  -15.0    4.11191
  -25.0    4.27609
  -35.0    4.37567
  -45.0    4.43606
  -55.0    4.47270
  -65.0    4.49492
  -75.0    4.50839
  -85.0    4.51657
  -95.0    4.52152
1998-02-02 00:00:00 10 2
   -5.0    3.93812
  -15.0    4.17994
  -25.0    4.32662
  -35.0    4.41558
  -45.0    4.46954
  -55.0    4.50226
  -65.0    4.52211
  -75.0    4.53415
  -85.0    4.54146
  -95.0    4.54588
1998-02-03 00:00:00 10 2
   -5.0    4.03678
  -15.0    4.24922
  -25.0    4.37807
  -35.0    4.45622
  -45.0    4.50362
  -55.0    4.53237
  -65.0    4.54981
  -75.0    4.56038
  -85.0    4.56680
  -95.0    4.57069
1998-02-04 00:00:00 10 2
   -5.0    4.13718
  -15.0    4.31971
  -25.0    4.43042
  -35.0    4.49757
  -45.0    4.53830
  -55.0    4.56300
  -65.0    4.57799
  -75.0    4.58707
  -85.0    4.59259
  -95.0    4.59593
1998-02-05 00:00:00 10 2
   -5.0    4.23928
  -15.0    4.39140
  -25.0    4.48367
  -35.0    4.53963
  -45.0    4.57357
  -55.0    4.59416
  -65.0    4.60665
  -75.0    4.61422
  -85.0    4.61881
  -95.0    4.62160
1998-02-06 00:00:00 10 2
   -5.0    4.34306
  -15.0    4.46427
  -25.0    4.53779
  -35.0    4.58238
  -45.0    4.60942
  -55.0    4.62583
  -65.0    4.63578
  -75.0    4.64181
  -85.0    4.64547
  -95.0    4.64769
1998-02-07 00:00:00 10 2
   -5.0    4.44848
  -15.0    4.53829
  -25.0    4.59276
  -35.0    4.62580
  -45.0    4.64584
  -55.0    4.65799
  -65.0    4.66537
  -75.0    4.66984
  -85.0    4.67255
  -95.0    4.67420
1998-02-08 00:00:00 10 2
   -5.0    4.55552
  -15.0    4.61345
  -25.0    4.64858
  -35.0    4.66989
  -45.0    4.68282
  -55.0    4.69066
  -65.0    4.69541
  -75.0    4.69830
  -85.0    4.70004
  -95.0    4.70111
1998-02-09 00:00:00 10 2
   -5.0    4.66414
  -15.0    4.68971
  -25.0    4.70522
  -35.0    4.71463
  -45.0    4.72034
  -55.0    4.72380
  -65.0    4.72590
  -75.0    4.72717
  -85.0    4.72794
  -95.0    4.72841
1998-02-10 00:00:00 10 2
   -5.0    4.77431
  -15.0    4.76707
  -25.0    4.76268
  -35.0    4.76001
  -45.0    4.75840
  -55.0    4.75742
  -65.0    4.75682
  -75.0    4.75646
  -85.0    4.75624
  -95.0    4.75611
1998-02-11 00:00:00 10 2
   -5.0    4.88599
  -15.0    4.84549
  -25.0    4.82092
  -35.0    4.80602
  -45.0    4.79698
  -55.0    4.79150
  -65.0    4.78817
  -75.0    4.78615
  -85.0    4.78493
  -95.0    4.78419
1998-02-12 00:00:00 10 2
   -5.0    4.99916
  -15.0    4.92495
  -25.0    4.87993
  -35.0    4.85263
  -45.0    4.83607
  -55.0    4.82603
  -65.0    4.81994
  -75.0    4.81624
  -85.0    4.81400
  -95.0    4.81264
1998-02-13 00:00:00 10 2
   -5.0    5.11378
  -15.0    5.00543
  -25.0    4.93971
  -35.0    4.89985
  -45.0    4.87567
  -55.0    4.86100
  -65.0    4.85211
  -75.0    4.84672
  -85.0    4.84344
  -95.0    4.84146
1998-02-14 00:00:00 10 2
   -5.0    5.22982
  -15.0    5.08690
  -25.0    5.00022
  -35.0    4.94764
  -45.0    4.91575
  -55.0    4.89641
  -65.0    4.88468
  -75.0    4.87756
  -85.0    4.87325
  -95.0    4.87063
1998-02-15 00:00:00 10 2
   -5.0    5.34724
  -15.0    5.16935
  -25.0    5.06145
  -35.0    4.99601
  -45.0    4.95632
  -55.0    4.93224
  -65.0    4.91764
  -75.0    4.90878
  -85.0    4.90341
  -95.0    4.90015
1998-02-16 00:00:00 10 2
   -5.0    5.46600
  -15.0    5.25274
  -25.0    5.12339
  -35.0    5.04493
